MatchID,StatName,StatValue
g_1_G6mzFypl,Away: Strzały niecelne,5
g_1_G6mzFypl,Home: Strzały zablokowane,3
g_1_G6mzFypl,Away: Strzały zablokowane,2
g_1_G6mzFypl,Home: Rzuty wolne,17
g_1_G6mzFypl,Away: Rzuty wolne,18
g_1_G6mzFypl,Home: Rzuty rożne,4
g_1_G6mzFypl,Away: Rzuty rożne,4
g_1_G6mzFypl,Home: Spalone,0
g_1_G6mzFypl,Away: Spalone,2
g_1_G6mzFypl,Home: Interwencje bramkarzy,4
g_1_G6mzFypl,Away: Interwencje bramkarzy,3
g_1_G6mzFypl,Home: Faule,17
g_1_G6mzFypl,Away: Faule,15
g_1_G6mzFypl,Home: Żółte kartki,4
g_1_G6mzFypl,Away: Żółte kartki,4
g_1_G6mzFypl,Home: Podania celne,466
g_1_G6mzFypl,Away: Podania celne,344
g_1_G6mzFypl,Home: Bloki,12
g_1_G6mzFypl,Away: Bloki,19
g_1_G6mzFypl,Home: Ataki,127
g_1_G6mzFypl,Away: Ataki,98
g_1_U9ivEeaf,MatchDate,03.04.2021 18:00
g_1_U9ivEeaf,HomeTeam,Torino
g_1_U9ivEeaf,AwayTeam,Juventus
g_1_U9ivEeaf,Goals,"2
-
2"
g_1_U9ivEeaf,Home: Posiadanie piłki,34%
g_1_U9ivEeaf,Away: Posiadanie piłki,66%
g_1_U9ivEeaf,Home: Sytuacje bramkowe,10
g_1_U9ivEeaf,Away: Sytuacje bramkowe,18
g_1_U9ivEeaf,Home: Strzały na bramkę,7
g_1_U9ivEeaf,Away: Strzały na bramkę,9
g_1_U9ivEeaf,Home: Strzały niecelne,2
g_1_U9ivEeaf,Away: Strzały niecelne,7
g_1_U9ivEeaf,Home: Strzały zablokowane,1
g_1_U9ivEeaf,Away: Strzały zablokowane,2
g_1_U9ivEeaf,Home: Rzuty wolne,16
g_1_U9ivEeaf,Away: Rzuty wolne,16
g_1_U9ivEeaf,Home: Rzuty rożne,5
g_1_U9ivEeaf,Away: Rzuty rożne,6
g_1_U9ivEeaf,Home: Spalone,0
g_1_U9ivEeaf,Away: Spalone,1
g_1_U9ivEeaf,Home: Interwencje bramkarzy,7
g_1_U9ivEeaf,Away: Interwencje bramkarzy,5
g_1_U9ivEeaf,Home: Faule,16
g_1_U9ivEeaf,Away: Faule,15
g_1_U9ivEeaf,Home: Żółte kartki,3
g_1_U9ivEeaf,Away: Żółte kartki,2
g_1_U9ivEeaf,Home: Podania celne,182
g_1_U9ivEeaf,Away: Podania celne,535
g_1_U9ivEeaf,Home: Bloki,17
g_1_U9ivEeaf,Away: Bloki,8
g_1_U9ivEeaf,Home: Ataki,61
g_1_U9ivEeaf,Away: Ataki,144
g_1_tE4yJ52J,MatchDate,03.04.2021 15:00
g_1_tE4yJ52J,HomeTeam,Atalanta
g_1_tE4yJ52J,AwayTeam,Udinese
g_1_tE4yJ52J,Goals,"3
-
2"
g_1_tE4yJ52J,Home: Posiadanie piłki,48%
g_1_tE4yJ52J,Away: Posiadanie piłki,52%
g_1_tE4yJ52J,Home: Sytuacje bramkowe,22
g_1_tE4yJ52J,Away: Sytuacje bramkowe,8
g_1_tE4yJ52J,Home: Strzały na bramkę,11
g_1_tE4yJ52J,Away: Strzały na bramkę,4
g_1_tE4yJ52J,Home: Strzały niecelne,7
g_1_tE4yJ52J,Away: Strzały niecelne,1
g_1_tE4yJ52J,Home: Strzały zablokowane,4
g_1_tE4yJ52J,Away: Strzały zablokowane,3
g_1_tE4yJ52J,Home: Rzuty wolne,10
g_1_tE4yJ52J,Away: Rzuty wolne,16
g_1_tE4yJ52J,Home: Rzuty rożne,4
g_1_tE4yJ52J,Away: Rzuty rożne,1
g_1_tE4yJ52J,Home: Spalone,1
g_1_tE4yJ52J,Away: Spalone,1
g_1_tE4yJ52J,Home: Interwencje bramkarzy,2
g_1_tE4yJ52J,Away: Interwencje bramkarzy,8
g_1_tE4yJ52J,Home: Faule,15
g_1_tE4yJ52J,Away: Faule,9
g_1_tE4yJ52J,Home: Żółte kartki,0
g_1_tE4yJ52J,Away: Żółte kartki,2
g_1_tE4yJ52J,Home: Podania celne,501
g_1_tE4yJ52J,Away: Podania celne,316
g_1_tE4yJ52J,Home: Bloki,24
g_1_tE4yJ52J,Away: Bloki,17
g_1_tE4yJ52J,Home: Ataki,150
g_1_tE4yJ52J,Away: Ataki,100
g_1_CYtqDFE0,MatchDate,03.04.2021 15:00
g_1_CYtqDFE0,HomeTeam,Benevento
g_1_CYtqDFE0,AwayTeam,Parma
g_1_CYtqDFE0,Goals,"2
-
2"
g_1_CYtqDFE0,Home: Posiadanie piłki,33%
g_1_CYtqDFE0,Away: Posiadanie piłki,67%
g_1_CYtqDFE0,Home: Sytuacje bramkowe,4
g_1_CYtqDFE0,Away: Sytuacje bramkowe,15
g_1_CYtqDFE0,Home: Strzały na bramkę,4
g_1_CYtqDFE0,Away: Strzały na bramkę,7
g_1_CYtqDFE0,Home: Strzały niecelne,0
g_1_CYtqDFE0,Away: Strzały niecelne,7
g_1_CYtqDFE0,Home: Strzały zablokowane,0
g_1_CYtqDFE0,Away: Strzały zablokowane,1
g_1_CYtqDFE0,Home: Rzuty wolne,21
g_1_CYtqDFE0,Away: Rzuty wolne,22
g_1_CYtqDFE0,Home: Rzuty rożne,3
g_1_CYtqDFE0,Away: Rzuty rożne,3
g_1_CYtqDFE0,Home: Spalone,0
g_1_CYtqDFE0,Away: Spalone,2
g_1_CYtqDFE0,Home: Interwencje bramkarzy,5
g_1_CYtqDFE0,Away: Interwencje bramkarzy,3
g_1_CYtqDFE0,Home: Faule,21
g_1_CYtqDFE0,Away: Faule,18
g_1_CYtqDFE0,Home: Żółte kartki,2
g_1_CYtqDFE0,Away: Żółte kartki,1
g_1_CYtqDFE0,Home: Podania celne,164
g_1_CYtqDFE0,Away: Podania celne,515
g_1_CYtqDFE0,Home: Bloki,12
g_1_CYtqDFE0,Away: Bloki,6
g_1_CYtqDFE0,Home: Ataki,71
g_1_CYtqDFE0,Away: Ataki,137
g_1_fH8uIPHP,MatchDate,03.04.2021 15:00
g_1_fH8uIPHP,HomeTeam,Cagliari
g_1_fH8uIPHP,AwayTeam,Verona
g_1_fH8uIPHP,Goals,"0
-
2"
g_1_fH8uIPHP,Home: Posiadanie piłki,55%
g_1_fH8uIPHP,Away: Posiadanie piłki,45%
g_1_fH8uIPHP,Home: Sytuacje bramkowe,15
g_1_fH8uIPHP,Away: Sytuacje bramkowe,9
g_1_fH8uIPHP,Home: Strzały na bramkę,4
g_1_fH8uIPHP,Away: Strzały na bramkę,5
g_1_fH8uIPHP,Home: Strzały niecelne,9
g_1_fH8uIPHP,Away: Strzały niecelne,2
g_1_fH8uIPHP,Home: Strzały zablokowane,2
g_1_fH8uIPHP,Away: Strzały zablokowane,2
g_1_fH8uIPHP,Home: Rzuty wolne,22
g_1_fH8uIPHP,Away: Rzuty wolne,18
g_1_fH8uIPHP,Home: Rzuty rożne,6
g_1_fH8uIPHP,Away: Rzuty rożne,5
g_1_fH8uIPHP,Home: Spalone,1
g_1_fH8uIPHP,Away: Spalone,3
g_1_fH8uIPHP,Home: Interwencje bramkarzy,3
g_1_fH8uIPHP,Away: Interwencje bramkarzy,4
g_1_fH8uIPHP,Home: Faule,17
g_1_fH8uIPHP,Away: Faule,18
g_1_fH8uIPHP,Home: Żółte kartki,1
g_1_fH8uIPHP,Away: Żółte kartki,3
g_1_fH8uIPHP,Home: Podania celne,267
g_1_fH8uIPHP,Away: Podania celne,296
g_1_fH8uIPHP,Home: Bloki,12
g_1_fH8uIPHP,Away: Bloki,9
g_1_fH8uIPHP,Home: Ataki,100
g_1_fH8uIPHP,Away: Ataki,109
g_1_MqlWFHUs,MatchDate,03.04.2021 15:00
g_1_MqlWFHUs,HomeTeam,Genoa
g_1_MqlWFHUs,AwayTeam,Fiorentina
g_1_MqlWFHUs,Goals,"1
-
1"
g_1_MqlWFHUs,Home: Posiadanie piłki,55%
g_1_MqlWFHUs,Away: Posiadanie piłki,45%
g_1_MqlWFHUs,Home: Sytuacje bramkowe,8
g_1_MqlWFHUs,Away: Sytuacje bramkowe,11
g_1_MqlWFHUs,Home: Strzały na bramkę,2
g_1_MqlWFHUs,Away: Strzały na bramkę,3
g_1_MqlWFHUs,Home: Strzały niecelne,4
g_1_MqlWFHUs,Away: Strzały niecelne,6
g_1_MqlWFHUs,Home: Strzały zablokowane,2
g_1_MqlWFHUs,Away: Strzały zablokowane,2
g_1_MqlWFHUs,Home: Rzuty wolne,10
g_1_MqlWFHUs,Away: Rzuty wolne,21
g_1_MqlWFHUs,Home: Rzuty rożne,4
g_1_MqlWFHUs,Away: Rzuty rożne,2
g_1_MqlWFHUs,Home: Spalone,4
g_1_MqlWFHUs,Away: Spalone,0
g_1_MqlWFHUs,Home: Interwencje bramkarzy,2
g_1_MqlWFHUs,Away: Interwencje bramkarzy,1
g_1_MqlWFHUs,Home: Faule,17
g_1_MqlWFHUs,Away: Faule,10
g_1_MqlWFHUs,Home: Czerwone kartki,0
g_1_MqlWFHUs,Away: Czerwone kartki,1
g_1_MqlWFHUs,Home: Żółte kartki,2
g_1_MqlWFHUs,Away: Żółte kartki,1
g_1_MqlWFHUs,Home: Podania celne,429
g_1_MqlWFHUs,Away: Podania celne,333
g_1_MqlWFHUs,Home: Bloki,14
g_1_MqlWFHUs,Away: Bloki,12
g_1_MqlWFHUs,Home: Ataki,98
g_1_MqlWFHUs,Away: Ataki,116
g_1_xtveADbJ,MatchDate,03.04.2021 15:00
g_1_xtveADbJ,HomeTeam,Lazio
g_1_xtveADbJ,AwayTeam,Spezia
g_1_xtveADbJ,Goals,"2
-
1"
g_1_xtveADbJ,Home: Posiadanie piłki,49%
g_1_xtveADbJ,Away: Posiadanie piłki,51%
g_1_xtveADbJ,Home: Sytuacje bramkowe,11
g_1_xtveADbJ,Away: Sytuacje bramkowe,7
g_1_xtveADbJ,Home: Strzały na bramkę,5
g_1_xtveADbJ,Away: Strzały na bramkę,3
g_1_xtveADbJ,Home: Strzały niecelne,5
g_1_xtveADbJ,Away: Strzały niecelne,3
g_1_xtveADbJ,Home: Strzały zablokowane,1
g_1_xtveADbJ,Away: Strzały zablokowane,1
g_1_xtveADbJ,Home: Rzuty wolne,23
g_1_xtveADbJ,Away: Rzuty wolne,26
g_1_xtveADbJ,Home: Rzuty rożne,3
g_1_xtveADbJ,Away: Rzuty rożne,4
g_1_xtveADbJ,Home: Spalone,7
g_1_xtveADbJ,Away: Spalone,3
g_1_xtveADbJ,Home: Interwencje bramkarzy,2
g_1_xtveADbJ,Away: Interwencje bramkarzy,3
g_1_xtveADbJ,Home: Faule,18
g_1_xtveADbJ,Away: Faule,21
g_1_xtveADbJ,Home: Czerwone kartki,2
g_1_xtveADbJ,Away: Czerwone kartki,0
g_1_xtveADbJ,Home: Żółte kartki,3
g_1_xtveADbJ,Away: Żółte kartki,3
g_1_xtveADbJ,Home: Podania celne,389
g_1_xtveADbJ,Away: Podania celne,362
g_1_xtveADbJ,Home: Bloki,15
g_1_xtveADbJ,Away: Bloki,15
g_1_xtveADbJ,Home: Ataki,97
g_1_xtveADbJ,Away: Ataki,125
g_1_Kz24KcMQ,MatchDate,03.04.2021 15:00
g_1_Kz24KcMQ,HomeTeam,Napoli
g_1_Kz24KcMQ,AwayTeam,Crotone
g_1_Kz24KcMQ,Goals,"4
-
3"
g_1_Kz24KcMQ,Home: Posiadanie piłki,62%
g_1_Kz24KcMQ,Away: Posiadanie piłki,38%
g_1_Kz24KcMQ,Home: Sytuacje bramkowe,28
g_1_Kz24KcMQ,Away: Sytuacje bramkowe,8
g_1_Kz24KcMQ,Home: Strzały na bramkę,11
g_1_Kz24KcMQ,Away: Strzały na bramkę,4
g_1_Kz24KcMQ,Home: Strzały niecelne,13
g_1_Kz24KcMQ,Away: Strzały niecelne,1
g_1_Kz24KcMQ,Home: Strzały zablokowane,4
g_1_Kz24KcMQ,Away: Strzały zablokowane,3
g_1_Kz24KcMQ,Home: Rzuty wolne,19
g_1_Kz24KcMQ,Away: Rzuty wolne,7
g_1_Kz24KcMQ,Home: Rzuty rożne,4
g_1_Kz24KcMQ,Away: Rzuty rożne,6
g_1_Kz24KcMQ,Home: Spalone,2
g_1_Kz24KcMQ,Away: Spalone,2
g_1_Kz24KcMQ,Home: Interwencje bramkarzy,1
g_1_Kz24KcMQ,Away: Interwencje bramkarzy,7
g_1_Kz24KcMQ,Home: Faule,5
g_1_Kz24KcMQ,Away: Faule,17
g_1_Kz24KcMQ,Home: Żółte kartki,0
g_1_Kz24KcMQ,Away: Żółte kartki,4
g_1_Kz24KcMQ,Home: Podania celne,585
g_1_Kz24KcMQ,Away: Podania celne,291
g_1_Kz24KcMQ,Home: Bloki,14
g_1_Kz24KcMQ,Away: Bloki,8
g_1_Kz24KcMQ,Home: Ataki,136
g_1_Kz24KcMQ,Away: Ataki,72
g_1_jPumCZT6,MatchDate,03.04.2021 15:00
g_1_jPumCZT6,HomeTeam,Sassuolo
g_1_jPumCZT6,AwayTeam,AS Roma
g_1_jPumCZT6,Goals,"2
-
2"
g_1_jPumCZT6,Home: Posiadanie piłki,65%
g_1_jPumCZT6,Away: Posiadanie piłki,35%
g_1_jPumCZT6,Home: Sytuacje bramkowe,12
g_1_jPumCZT6,Away: Sytuacje bramkowe,12
g_1_jPumCZT6,Home: Strzały na bramkę,6
g_1_jPumCZT6,Away: Strzały na bramkę,9
g_1_jPumCZT6,Home: Strzały niecelne,2
g_1_jPumCZT6,Away: Strzały niecelne,2
g_1_jPumCZT6,Home: Strzały zablokowane,4
g_1_jPumCZT6,Away: Strzały zablokowane,1
g_1_jPumCZT6,Home: Rzuty wolne,18
g_1_jPumCZT6,Away: Rzuty wolne,17
g_1_jPumCZT6,Home: Rzuty rożne,3
g_1_jPumCZT6,Away: Rzuty rożne,4
g_1_jPumCZT6,Home: Spalone,3
g_1_jPumCZT6,Away: Spalone,2
g_1_jPumCZT6,Home: Interwencje bramkarzy,7
g_1_jPumCZT6,Away: Interwencje bramkarzy,4
g_1_jPumCZT6,Home: Faule,15
g_1_jPumCZT6,Away: Faule,15
g_1_jPumCZT6,Home: Żółte kartki,4
g_1_jPumCZT6,Away: Żółte kartki,3
g_1_jPumCZT6,Home: Podania celne,725
g_1_jPumCZT6,Away: Podania celne,285
g_1_jPumCZT6,Home: Bloki,13
g_1_jPumCZT6,Away: Bloki,12
g_1_jPumCZT6,Home: Ataki,140
g_1_jPumCZT6,Away: Ataki,53
g_1_bkuiBgqD,MatchDate,03.04.2021 12:30
g_1_bkuiBgqD,HomeTeam,AC Milan
g_1_bkuiBgqD,AwayTeam,Sampdoria
g_1_bkuiBgqD,Goals,"1
-
1"
g_1_bkuiBgqD,Home: Posiadanie piłki,63%
g_1_bkuiBgqD,Away: Posiadanie piłki,37%
g_1_bkuiBgqD,Home: Sytuacje bramkowe,14
g_1_bkuiBgqD,Away: Sytuacje bramkowe,5
g_1_bkuiBgqD,Home: Strzały na bramkę,5
g_1_bkuiBgqD,Away: Strzały na bramkę,4
g_1_bkuiBgqD,Home: Strzały niecelne,2
g_1_bkuiBgqD,Away: Strzały niecelne,1
g_1_bkuiBgqD,Home: Strzały zablokowane,7
g_1_bkuiBgqD,Away: Strzały zablokowane,0
g_1_bkuiBgqD,Home: Rzuty wolne,17
g_1_bkuiBgqD,Away: Rzuty wolne,24
g_1_bkuiBgqD,Home: Rzuty rożne,5
g_1_bkuiBgqD,Away: Rzuty rożne,5
g_1_bkuiBgqD,Home: Spalone,9
g_1_bkuiBgqD,Away: Spalone,2
g_1_bkuiBgqD,Home: Interwencje bramkarzy,3
g_1_bkuiBgqD,Away: Interwencje bramkarzy,4
g_1_bkuiBgqD,Home: Faule,15
g_1_bkuiBgqD,Away: Faule,16
g_1_bkuiBgqD,Home: Czerwone kartki,0
g_1_bkuiBgqD,Away: Czerwone kartki,1
g_1_bkuiBgqD,Home: Żółte kartki,2
g_1_bkuiBgqD,Away: Żółte kartki,5
g_1_bkuiBgqD,Home: Podania celne,501
g_1_bkuiBgqD,Away: Podania celne,244
g_1_bkuiBgqD,Home: Bloki,7
g_1_bkuiBgqD,Away: Bloki,18
g_1_bkuiBgqD,Home: Ataki,112
g_1_bkuiBgqD,Away: Ataki,80
g_1_A5KDczFD,MatchDate,21.03.2021 20:45
g_1_A5KDczFD,HomeTeam,AS Roma
g_1_A5KDczFD,AwayTeam,Napoli
g_1_A5KDczFD,Goals,"0
-
2"
g_1_A5KDczFD,Home: Posiadanie piłki,53%
g_1_A5KDczFD,Away: Posiadanie piłki,47%
g_1_A5KDczFD,Home: Sytuacje bramkowe,7
g_1_A5KDczFD,Away: Sytuacje bramkowe,10
g_1_A5KDczFD,Home: Strzały na bramkę,5
g_1_A5KDczFD,Away: Strzały na bramkę,5
g_1_A5KDczFD,Home: Strzały niecelne,2
g_1_A5KDczFD,Away: Strzały niecelne,3
g_1_A5KDczFD,Home: Strzały zablokowane,0
g_1_A5KDczFD,Away: Strzały zablokowane,2
g_1_A5KDczFD,Home: Rzuty wolne,15
g_1_A5KDczFD,Away: Rzuty wolne,18
g_1_A5KDczFD,Home: Rzuty rożne,6
g_1_A5KDczFD,Away: Rzuty rożne,4
g_1_A5KDczFD,Home: Spalone,1
g_1_A5KDczFD,Away: Spalone,2
g_1_A5KDczFD,Home: Interwencje bramkarzy,3
g_1_A5KDczFD,Away: Interwencje bramkarzy,5
g_1_A5KDczFD,Home: Faule,18
g_1_A5KDczFD,Away: Faule,13
g_1_A5KDczFD,Home: Żółte kartki,5
g_1_A5KDczFD,Away: Żółte kartki,3
g_1_A5KDczFD,Home: Podania celne,479
g_1_A5KDczFD,Away: Podania celne,428
g_1_A5KDczFD,Home: Bloki,13
g_1_A5KDczFD,Away: Bloki,21
g_1_A5KDczFD,Home: Ataki,103
g_1_A5KDczFD,Away: Ataki,105
g_1_CK1AbGa7,MatchDate,21.03.2021 18:00
g_1_CK1AbGa7,HomeTeam,Fiorentina
g_1_CK1AbGa7,AwayTeam,AC Milan
g_1_CK1AbGa7,Goals,"2
-
3"
g_1_CK1AbGa7,Home: Posiadanie piłki,41%
g_1_CK1AbGa7,Away: Posiadanie piłki,59%
g_1_CK1AbGa7,Home: Sytuacje bramkowe,9
g_1_CK1AbGa7,Away: Sytuacje bramkowe,14
g_1_CK1AbGa7,Home: Strzały na bramkę,4
g_1_CK1AbGa7,Away: Strzały na bramkę,6
g_1_CK1AbGa7,Home: Strzały niecelne,4
g_1_CK1AbGa7,Away: Strzały niecelne,5
g_1_CK1AbGa7,Home: Strzały zablokowane,1
g_1_CK1AbGa7,Away: Strzały zablokowane,3
g_1_CK1AbGa7,Home: Rzuty wolne,13
g_1_CK1AbGa7,Away: Rzuty wolne,7
g_1_CK1AbGa7,Home: Rzuty rożne,8
g_1_CK1AbGa7,Away: Rzuty rożne,8
g_1_CK1AbGa7,Home: Spalone,1
g_1_CK1AbGa7,Away: Spalone,1
g_1_CK1AbGa7,Home: Interwencje bramkarzy,3
g_1_CK1AbGa7,Away: Interwencje bramkarzy,2
g_1_CK1AbGa7,Home: Faule,6
g_1_CK1AbGa7,Away: Faule,11
g_1_CK1AbGa7,Home: Żółte kartki,1
g_1_CK1AbGa7,Away: Żółte kartki,3
g_1_CK1AbGa7,Home: Podania celne,259
g_1_CK1AbGa7,Away: Podania celne,432
g_1_CK1AbGa7,Home: Bloki,10
g_1_CK1AbGa7,Away: Bloki,25
g_1_CK1AbGa7,Home: Ataki,98
g_1_CK1AbGa7,Away: Ataki,106
g_1_xbXQ6vhR,MatchDate,21.03.2021 15:00
g_1_xbXQ6vhR,HomeTeam,Juventus
g_1_xbXQ6vhR,AwayTeam,Benevento
g_1_xbXQ6vhR,Goals,"0
-
1"
g_1_xbXQ6vhR,Home: Posiadanie piłki,68%
g_1_xbXQ6vhR,Away: Posiadanie piłki,32%
g_1_xbXQ6vhR,Home: Sytuacje bramkowe,23
g_1_xbXQ6vhR,Away: Sytuacje bramkowe,7
g_1_xbXQ6vhR,Home: Strzały na bramkę,9
g_1_xbXQ6vhR,Away: Strzały na bramkę,1
g_1_xbXQ6vhR,Home: Strzały niecelne,8
g_1_xbXQ6vhR,Away: Strzały niecelne,4
g_1_xbXQ6vhR,Home: Strzały zablokowane,6
g_1_xbXQ6vhR,Away: Strzały zablokowane,2
g_1_xbXQ6vhR,Home: Rzuty wolne,16
g_1_xbXQ6vhR,Away: Rzuty wolne,17
g_1_xbXQ6vhR,Home: Rzuty rożne,9
g_1_xbXQ6vhR,Away: Rzuty rożne,1
g_1_xbXQ6vhR,Home: Spalone,5
g_1_xbXQ6vhR,Away: Spalone,3
g_1_xbXQ6vhR,Home: Interwencje bramkarzy,0
g_1_xbXQ6vhR,Away: Interwencje bramkarzy,9
g_1_xbXQ6vhR,Home: Faule,12
g_1_xbXQ6vhR,Away: Faule,13
g_1_xbXQ6vhR,Home: Żółte kartki,2
g_1_xbXQ6vhR,Away: Żółte kartki,3
g_1_xbXQ6vhR,Home: Podania celne,539
g_1_xbXQ6vhR,Away: Podania celne,149
g_1_xbXQ6vhR,Home: Bloki,18
g_1_xbXQ6vhR,Away: Bloki,21
g_1_xbXQ6vhR,Home: Ataki,157
g_1_xbXQ6vhR,Away: Ataki,76
g_1_2a7aLw7K,MatchDate,21.03.2021 15:00
g_1_2a7aLw7K,HomeTeam,Sampdoria
g_1_2a7aLw7K,AwayTeam,Torino
g_1_2a7aLw7K,Goals,"1
-
0"
g_1_2a7aLw7K,Home: Posiadanie piłki,38%
g_1_2a7aLw7K,Away: Posiadanie piłki,62%
g_1_2a7aLw7K,Home: Sytuacje bramkowe,7
g_1_2a7aLw7K,Away: Sytuacje bramkowe,9
g_1_2a7aLw7K,Home: Strzały na bramkę,5
g_1_2a7aLw7K,Away: Strzały na bramkę,1
g_1_2a7aLw7K,Home: Strzały niecelne,2
g_1_2a7aLw7K,Away: Strzały niecelne,4
g_1_2a7aLw7K,Home: Strzały zablokowane,0
g_1_2a7aLw7K,Away: Strzały zablokowane,4
g_1_2a7aLw7K,Home: Rzuty wolne,21
g_1_2a7aLw7K,Away: Rzuty wolne,16
g_1_2a7aLw7K,Home: Rzuty rożne,1
g_1_2a7aLw7K,Away: Rzuty rożne,7
g_1_2a7aLw7K,Home: Spalone,2
g_1_2a7aLw7K,Away: Spalone,3
g_1_2a7aLw7K,Home: Interwencje bramkarzy,1
g_1_2a7aLw7K,Away: Interwencje bramkarzy,4
g_1_2a7aLw7K,Home: Faule,15
g_1_2a7aLw7K,Away: Faule,18
g_1_2a7aLw7K,Home: Żółte kartki,0
g_1_2a7aLw7K,Away: Żółte kartki,1
g_1_2a7aLw7K,Home: Podania celne,198
g_1_2a7aLw7K,Away: Podania celne,425
g_1_2a7aLw7K,Home: Bloki,11
g_1_2a7aLw7K,Away: Bloki,8
g_1_2a7aLw7K,Home: Ataki,88
g_1_2a7aLw7K,Away: Ataki,116
g_1_UeC5adp1,MatchDate,21.03.2021 15:00
g_1_UeC5adp1,HomeTeam,Udinese
g_1_UeC5adp1,AwayTeam,Lazio
g_1_UeC5adp1,Goals,"0
-
1"
g_1_UeC5adp1,Home: Posiadanie piłki,51%
g_1_UeC5adp1,Away: Posiadanie piłki,49%
g_1_UeC5adp1,Home: Sytuacje bramkowe,14
g_1_UeC5adp1,Away: Sytuacje bramkowe,16
g_1_UeC5adp1,Home: Strzały na bramkę,6
g_1_UeC5adp1,Away: Strzały na bramkę,8
g_1_UeC5adp1,Home: Strzały niecelne,7
g_1_UeC5adp1,Away: Strzały niecelne,4
g_1_UeC5adp1,Home: Strzały zablokowane,1
g_1_UeC5adp1,Away: Strzały zablokowane,4
g_1_UeC5adp1,Home: Rzuty wolne,16
g_1_UeC5adp1,Away: Rzuty wolne,10
g_1_UeC5adp1,Home: Rzuty rożne,6
g_1_UeC5adp1,Away: Rzuty rożne,11
g_1_UeC5adp1,Home: Spalone,0
g_1_UeC5adp1,Away: Spalone,3
g_1_UeC5adp1,Home: Interwencje bramkarzy,7
g_1_UeC5adp1,Away: Interwencje bramkarzy,6
g_1_UeC5adp1,Home: Faule,9
g_1_UeC5adp1,Away: Faule,13
g_1_UeC5adp1,Home: Żółte kartki,1
g_1_UeC5adp1,Away: Żółte kartki,3
g_1_UeC5adp1,Home: Podania celne,374
g_1_UeC5adp1,Away: Podania celne,379
g_1_UeC5adp1,Home: Bloki,14
g_1_UeC5adp1,Away: Bloki,16
g_1_UeC5adp1,Home: Ataki,123
g_1_UeC5adp1,Away: Ataki,109
g_1_OfTM7KxL,MatchDate,21.03.2021 12:30
g_1_OfTM7KxL,HomeTeam,Verona
g_1_OfTM7KxL,AwayTeam,Atalanta
g_1_OfTM7KxL,Goals,"0
-
2"
g_1_OfTM7KxL,Home: Posiadanie piłki,52%
g_1_OfTM7KxL,Away: Posiadanie piłki,48%
g_1_OfTM7KxL,Home: Sytuacje bramkowe,3
g_1_OfTM7KxL,Away: Sytuacje bramkowe,14
g_1_OfTM7KxL,Home: Strzały na bramkę,1
g_1_OfTM7KxL,Away: Strzały na bramkę,8
g_1_OfTM7KxL,Home: Strzały niecelne,1
g_1_OfTM7KxL,Away: Strzały niecelne,3
g_1_OfTM7KxL,Home: Strzały zablokowane,1
g_1_OfTM7KxL,Away: Strzały zablokowane,3
g_1_OfTM7KxL,Home: Rzuty wolne,22
g_1_OfTM7KxL,Away: Rzuty wolne,24
g_1_OfTM7KxL,Home: Rzuty rożne,4
g_1_OfTM7KxL,Away: Rzuty rożne,7
g_1_OfTM7KxL,Home: Spalone,3
g_1_OfTM7KxL,Away: Spalone,3
g_1_OfTM7KxL,Home: Interwencje bramkarzy,6
g_1_OfTM7KxL,Away: Interwencje bramkarzy,1
g_1_OfTM7KxL,Home: Faule,23
g_1_OfTM7KxL,Away: Faule,20
g_1_OfTM7KxL,Home: Żółte kartki,3
g_1_OfTM7KxL,Away: Żółte kartki,2
g_1_OfTM7KxL,Home: Podania celne,296
g_1_OfTM7KxL,Away: Podania celne,265
g_1_OfTM7KxL,Home: Bloki,17
g_1_OfTM7KxL,Away: Bloki,19
g_1_OfTM7KxL,Home: Ataki,111
g_1_OfTM7KxL,Away: Ataki,106
g_1_MV8c1IFl,MatchDate,20.03.2021 18:00
g_1_MV8c1IFl,HomeTeam,Spezia
g_1_MV8c1IFl,AwayTeam,Cagliari
g_1_MV8c1IFl,Goals,"2
-
1"
g_1_MV8c1IFl,Home: Posiadanie piłki,54%
g_1_MV8c1IFl,Away: Posiadanie piłki,46%
g_1_MV8c1IFl,Home: Sytuacje bramkowe,12
g_1_MV8c1IFl,Away: Sytuacje bramkowe,11
g_1_MV8c1IFl,Home: Strzały na bramkę,6
g_1_MV8c1IFl,Away: Strzały na bramkę,7
g_1_MV8c1IFl,Home: Strzały niecelne,3
g_1_MV8c1IFl,Away: Strzały niecelne,3
g_1_MV8c1IFl,Home: Strzały zablokowane,3
g_1_MV8c1IFl,Away: Strzały zablokowane,1
g_1_MV8c1IFl,Home: Rzuty wolne,21
g_1_MV8c1IFl,Away: Rzuty wolne,14
g_1_MV8c1IFl,Home: Rzuty rożne,4
g_1_MV8c1IFl,Away: Rzuty rożne,4
g_1_MV8c1IFl,Home: Spalone,0
g_1_MV8c1IFl,Away: Spalone,4
g_1_MV8c1IFl,Home: Interwencje bramkarzy,6
g_1_MV8c1IFl,Away: Interwencje bramkarzy,4
g_1_MV8c1IFl,Home: Faule,13
g_1_MV8c1IFl,Away: Faule,16
g_1_MV8c1IFl,Home: Żółte kartki,1
g_1_MV8c1IFl,Away: Żółte kartki,2
g_1_MV8c1IFl,Home: Podania celne,354
g_1_MV8c1IFl,Away: Podania celne,291
g_1_MV8c1IFl,Home: Bloki,14
